id,egcs,ercs,erAtt
2292,India,Name JUPHOON (HK) LIMITED,68.0
2293,India,Name JUPHOON (HK) LIMITED,68.0
2294,Sri Lanka,Telebiz International (Labuan) Corporation,68.0
2295,Bhutan,Easyvoipcall - Softtop,68.0
2296,Sri Lanka,Telebiz International (Labuan) Corporation,68.0
2297,Indonesia,NAME - BHARTI AIRTEL,68.0
2298,Tanzania,Samitel Ltd,68.0
2299,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,73.0
2300,Chile,AlkaIP - TechOpen,68.0
2301,Indonesia,NAME - BHARTI AIRTEL,68.0
2302,Bangladesh,Onextel Technology Est - Ajoxi,68.0
2303,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,68.0
2304,Bangladesh,Onextel Technology Est - Ajoxi,68.0
2305,Sri Lanka,Telebiz International (Labuan) Corporation,68.0
2306,United Kingdom,Voicecent communications - Softtop,68.0
2307,Bangladesh,Name - TVoice Telecom Limited,67.0
2308,Pakistan,Name - TVoice Telecom Limited,67.0
2309,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,74.0
2310,Tanzania,Novatel,67.0
2311,Indonesia,NAME - BHARTI AIRTEL,67.0
2312,Tanzania,Termsat - Meratalk LLC NFS,67.0
2313,South Korea,Easyvoipcall - Softtop,72.0
2314,United Kingdom,2WAY TELECOM,67.0
2315,United Kingdom,Afinna ONE - Letsdial,71.0
2316,Bangladesh,Orange Business Services Softtop,67.0
2317,Eritrea,Name - ONESTEP TELECOM LIMITED,69.0
2318,Pakistan,Name - TVoice Telecom Limited,67.0
2319,Bangladesh,A2P Global- Softtop,67.0
2320,Spain,SMS INTERNATIONAL TELECOMM LLC  Techopen NFS,67.0
2321,Mexico,Bujingyun Rozper NFS,67.0
2322,Bangladesh,QGC - Ajoxi,68.0
2323,Bangladesh,QGC - Ajoxi,68.0
2324,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,67.0
2325,Pakistan,Name - TVoice Telecom Limited,67.0
2326,Bhutan,Nalia Global Technologies Ltd. Ajoxi,67.0
2327,Sri Lanka,Telebiz International (Labuan) Corporation,66.0
2328,Nepal,Name - Vodafone Idea Limited,66.0
2329,Pakistan,Name - TVoice Telecom Limited,66.0
2330,Indonesia,Arptel,66.0
2331,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,68.0
2332,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,67.0
2333,Laos,Name - HKBN,66.0
2334,Tanzania,Novatel,66.0
2335,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,82.0
2336,Kazakhstan,Kip Solution Rozper NFS,66.0
2337,Laos,Name - HKBN,70.0
2338,Australia,Icon Global Services Rozper NFS,66.0
2339,Nepal,Name - Vodafone Idea Limited,66.0
2340,United Kingdom,Afinna ONE - Letsdial,67.0
2341,Sri Lanka,Telebiz International (Labuan) Corporation,70.0
2342,Indonesia,HKBN ENTERPRISE SOLUTIONS LIMITED,66.0
2343,Sri Lanka,Telebiz International (Labuan) Corporation,72.0
2344,Sri Lanka,Telebiz International (Labuan) Corporation,66.0
2345,Bhutan,Easyvoipcall - Softtop,66.0
2346,Sri Lanka,Telebiz International (Labuan) Corporation,68.0
2347,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,80.0
2348,India,Name JUPHOON (HK) LIMITED,66.0
2349,Nepal,Name - Vodafone Idea Limited,66.0
2350,Bangladesh,Orange Business Services Softtop,66.0
2351,Netherlands,Voxonex telecom Techopen,66.0
2352,Germany,Name - Telebiz International (Labuan) Corporation,66.0
2353,Nepal,Name - Vodafone Idea Limited,65.0
2354,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,65.0
2355,India,Name JUPHOON (HK) LIMITED,65.0
2356,Germany,Name - Telebiz International (Labuan) Corporation,66.0
2357,Australia,Arptel,65.0
2358,Bangladesh,Orange Business Services Softtop,65.0
2359,Sri Lanka,Telebiz International (Labuan) Corporation,65.0
2360,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,65.0
2361,Italy,Figoria telecom - Ajoxi,65.0
2362,Nepal,Name - Vodafone Idea Limited,65.0
2363,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,65.0
2364,Australia,ILLYVOIP L.L.C - Meratalk NFS,65.0
2365,Bangladesh,Figoria,65.0
2366,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,67.0
2367,Malaysia,Name - Telecom Italia Sparkle,65.0
2368,Brazil,SVG-techopen,65.0
2369,Malaysia,Name - Telecom Italia Sparkle,64.0
2370,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,65.0
2371,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,64.0
2372,Eritrea,Name - ONESTEP TELECOM LIMITED,66.0
2373,Mexico,Bujingyun Rozper NFS,64.0
2374,Sri Lanka,Telebiz International (Labuan) Corporation,64.0
2375,Pakistan,Name - TVoice Telecom Limited,64.0
2376,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,64.0
2377,Bangladesh,Name - TERMSAT L.L.C-FZ,64.0
2378,Bangladesh,Name - TVoice Telecom Limited,64.0
2379,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,64.0
2380,United Kingdom,Telecall telecommunication corporation - Twiching,84.0
2381,Bhutan,Easyvoipcall - Softtop,64.0
2382,Sri Lanka,Telebiz International (Labuan) Corporation,64.0
2383,India,Speed Cloud Rozper NFS,64.0
2384,Kazakhstan,Kip Solution Rozper NFS,64.0
2385,Kazakhstan,Kip Solution Rozper NFS,64.0
2386,India,Name JUPHOON (HK) LIMITED,63.0
2387,Pakistan,Name - TVoice Telecom Limited,63.0
2388,Bangladesh,Alfacall Limited Ajoxi,68.0
2389,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,65.0
2390,Eritrea,Name - ONESTEP TELECOM LIMITED,64.0
2391,Tanzania,Samitel Ltd,63.0
2392,Tanzania,Samitel Ltd,63.0
2393,Nepal,Name - Vodafone Idea Limited,63.0
2394,Nepal,Name - Vodafone Idea Limited,63.0
2395,India,Name - Zain Omantel International FZ-LLC,63.0
2396,Eritrea,Name - ONESTEP TELECOM LIMITED,64.0
2397,Pakistan,Name - TVoice Telecom Limited,63.0
2398,Pakistan,Name - TVoice Telecom Limited,63.0
2399,Germany,SVG-techopen,63.0
2400,Bhutan,Easyvoipcall - Softtop,63.0
2401,Bangladesh,Name - TVoice Telecom Limited,63.0
2402,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,63.0
2403,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,65.0
2404,India,"Name - Vinculum Communications, Inc.",63.0
2405,Nepal,Name - Vodafone Idea Limited,63.0
2406,India,Name - GREEN PACKET GLOBAL PTE LTD,63.0
2407,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,63.0
2408,India,Name JUPHOON (HK) LIMITED,62.0
2409,Bangladesh,Name - TVoice Telecom Limited,62.0
2410,Bhutan,Nalia Global Technologies Ltd. Ajoxi,62.0
2411,Indonesia,NAME - BHARTI AIRTEL,62.0
2412,Tanzania,Novatel,62.0
2413,Tanzania,Termsat - Meratalk LLC NFS,62.0
2414,Tanzania,Termsat - Meratalk LLC NFS,62.0
2415,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,63.0
2416,Bangladesh,A2P Global- Softtop,62.0
2417,Lebanon,Quickcom Telecom Limited - Softtop,336.0
2418,Kazakhstan,Kip Solution Rozper NFS,62.0
2419,Nepal,Name - Vodafone Idea Limited,62.0
2420,France,Termsat Techopen,61.0
2421,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,72.0
2422,Colombia,RTSgenix group limited Twiching,61.0
2423,Pakistan,Name - TVoice Telecom Limited,61.0
2424,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,61.0
2425,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,61.0
2426,Bangladesh,Onextel Technology Est - Ajoxi,61.0
2427,Pakistan,Name - TVoice Telecom Limited,61.0
2428,Bangladesh,Orange Business Services Softtop,61.0
2429,Bangladesh,A2P Global- Softtop,61.0
2430,Mexico,Astrolink Ajoxi,61.0
2431,Spain,Inflow Tech - Twiching,60.0
2432,Indonesia,NAME - BHARTI AIRTEL,60.0
2433,Eritrea,Name - ONESTEP TELECOM LIMITED,62.0
2434,Bangladesh,A2P Global,60.0
2435,Bangladesh,Name - TERMSAT L.L.C-FZ,60.0
2436,France,Arptel,60.0
2437,Bhutan,Easyvoipcall - Softtop,60.0
2438,Spain,Coastnet Ajoxi,60.0
2439,Bangladesh,Orange Business Services Softtop,60.0
2440,Bhutan,Easyvoipcall - Softtop,60.0
2441,Bangladesh,QGC - Ajoxi,60.0
2442,Bangladesh,QGC - Ajoxi,60.0
2443,Spain,Inflow Tech - Twiching,61.0
2444,India,Name - Zain Omantel International FZ-LLC,60.0
2445,Colombia,RTSgenix group limited Twiching,60.0
2446,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,60.0
2447,China,"Name - Vinculum Communications, Inc.",60.0
2448,Laos,Name - HKBN,63.0
2449,Mexico,Astrolink Ajoxi,60.0
2450,China,itest - Internal,60.0
2451,Indonesia,NAME - BHARTI AIRTEL,60.0
2452,Tanzania,Termsat - Meratalk LLC NFS,60.0
2453,Sri Lanka,Telebiz International (Labuan) Corporation,59.0
2454,United Kingdom,6Gtech Systems - Ajoxi,59.0
2455,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,59.0
2456,United Kingdom,Afinna ONE - Letsdial,59.0
2457,Bangladesh,Onextel Technology Est - Ajoxi,59.0
2458,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,59.0
2459,Nepal,Name - Vodafone Idea Limited,59.0
2460,India,Speed Cloud Rozper NFS,59.0
2461,Netherlands,Voxonex telecom Techopen,59.0
2462,India,NAME CMI,59.0
2463,Bangladesh,Orange Business Services Softtop,59.0
2464,Sri Lanka,Name - HKBN,60.0
2465,Bangladesh,Orange Business Services Softtop,59.0
2466,India,Name - GREEN PACKET GLOBAL PTE LTD,59.0
2467,Malaysia,Name - Telecom Italia Sparkle,59.0
2468,Tanzania,Novatel,60.0
2469,Bangladesh,Alfacall Limited Ajoxi,63.0
2470,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,60.0
2471,Bangladesh,Onextel Technology Est - Ajoxi,59.0
2472,Pakistan,Name - TVoice Telecom Limited,59.0
2473,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,59.0
2474,Bangladesh,Orange Business Services Softtop,59.0
2475,Bangladesh,Onextel Technology Est - Ajoxi,59.0
2476,Bangladesh,Onextel Technology Est - Ajoxi,59.0
2477,Bangladesh,Onextel Technology Est - Ajoxi,58.0
2478,Bhutan,Nalia Global Technologies Ltd. Ajoxi,58.0
2479,Bhutan,Nalia Global Technologies Ltd. Ajoxi,58.0
2480,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,58.0
2481,Bangladesh,Onextel Technology Est - Ajoxi,58.0
2482,Laos,Name - HKBN,58.0
2483,Bhutan,Easyvoipcall - Softtop,58.0
2484,Thailand,Astrolink Techopen,58.0
2485,Sri Lanka,Telebiz International (Labuan) Corporation,58.0
2486,India,Name JUPHOON (HK) LIMITED,58.0
2487,India,Name JUPHOON (HK) LIMITED,58.0
2488,Tanzania,Novatel,58.0
2489,Australia,Telesense global - Softtop,57.0
2490,Bangladesh,Orange Business Services Softtop,57.0
2491,India,NAME CMI,57.0
2492,Spain,Arptel,57.0
2493,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,57.0
2494,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,57.0
2495,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,57.0
2496,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,57.0
2497,Italy,Figoria telecom - Ajoxi,57.0
2498,Germany,Famous Telecom - Techopen NFS,57.0
2499,Sri Lanka,Telebiz International (Labuan) Corporation,60.0
2500,Mexico,Astrolink Ajoxi,56.0
2501,Spain,Inflow Tech - Twiching,56.0
2502,Indonesia,NAME - BHARTI AIRTEL,56.0
2503,Spain,Inflow Tech - Twiching,56.0
2504,Bangladesh,QGC - Ajoxi,56.0
2505,India,Name JUPHOON (HK) LIMITED,56.0
2506,India,Name JUPHOON (HK) LIMITED,56.0
2507,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,56.0
2508,Sri Lanka,Telebiz International (Labuan) Corporation,56.0
2509,United Kingdom,Afinna ONE - Letsdial,61.0
2510,Turkey,Name - GLM TELECOM S.r.l.,56.0
2511,France,Fastway LLC,56.0
2512,Laos,Name - HKBN,59.0
2513,Sri Lanka,Telebiz International (Labuan) Corporation,58.0
2514,Spain,Name - Telecall,56.0
2515,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,56.0
2516,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,56.0
2517,Bangladesh,Name - TVoice Telecom Limited,56.0
2518,Italy,Figoria telecom - Ajoxi,56.0
2519,Sri Lanka,Name - HKBN,56.0
2520,Pakistan,Name - TVoice Telecom Limited,56.0
2521,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,56.0
2522,Kazakhstan,Kip Solution Rozper NFS,56.0
2523,Bangladesh,QGC - Ajoxi,58.0
2524,Tanzania,Termsat - Meratalk LLC NFS,56.0
2525,Kazakhstan,Kip Solution Rozper NFS,56.0
2526,Brazil,SVG-techopen,55.0
2527,Germany,SVG-techopen,55.0
2528,Kazakhstan,Kip Solution Rozper NFS,55.0
2529,Indonesia,NAME - BHARTI AIRTEL,55.0
2530,Nepal,Name - Vodafone Idea Limited,55.0
2531,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,57.0
2532,India,Name JUPHOON (HK) LIMITED,55.0
2533,Bangladesh,A2P Global,55.0
2534,India,Name JUPHOON (HK) LIMITED,55.0
2535,Sri Lanka,Name - HKBN,55.0
2536,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,56.0
2537,Pakistan,Name - TVoice Telecom Limited,55.0
2538,Mexico,Bujingyun Communication Techopen,55.0
2539,India,Name - Zain Omantel International FZ-LLC,55.0
2540,Sri Lanka,Name - HKBN,55.0
2541,Eritrea,Name - ONESTEP TELECOM LIMITED,58.0
2542,Pakistan,Name - TVoice Telecom Limited,55.0
2543,United Kingdom,Maxes Technologies,55.0
2544,Eritrea,Name - ONESTEP TELECOM LIMITED,57.0
2545,Germany,Name - Telebiz International (Labuan) Corporation,57.0
2546,Bangladesh,Onextel Technology Est - Ajoxi,55.0
2547,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,55.0
2548,Brazil,Sihai telecom,55.0
2549,Turkey,Name - GLM TELECOM S.r.l.,57.0
2550,United Kingdom,Name - Passport telecom,79.0
2551,Bhutan,Nalia Global Technologies Ltd. Ajoxi,55.0
2552,Bhutan,Nalia Global Technologies Ltd. Ajoxi,55.0
2553,Turkey,Name - GLM TELECOM S.r.l.,54.0
2554,Bangladesh,Onextel Technology Est - Ajoxi,54.0
2555,Bangladesh,Onextel Technology Est - Ajoxi,54.0
2556,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,54.0
2557,Bangladesh,Termsat Techopen,54.0
2558,Nepal,Name - Vodafone Idea Limited,54.0
2559,Bangladesh,A2P Global,54.0
2560,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,72.0
2561,Sri Lanka,Name - HKBN,54.0
2562,New Zealand,Name - GLM TELECOM S.r.l.,60.0
2563,New Zealand,Name - GLM TELECOM S.r.l.,67.0
2564,Yemen,QUICKCOM TELECOM LIMITED - TECHOPEN,57.0
2565,India,NAME CMI,54.0
2566,France,ZAYTEL d.o.o. Softtop,54.0
2567,India,Speed Cloud Rozper NFS,54.0
2568,Egypt,Eastberry communication - Techopen,54.0
2569,Tanzania,Termsat - Meratalk LLC NFS,54.0
2570,India,Speed Cloud Rozper NFS,53.0
2571,Spain,SVG-techopen,53.0
2572,Tanzania,Samitel Ltd,53.0
2573,Kazakhstan,Kip Solution Rozper NFS,53.0
2574,Spain,Inflow Tech - Twiching,53.0
2575,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,53.0
2576,France,ZAYTEL d.o.o. Softtop,53.0
2577,India,"Name - Vinculum Communications, Inc.",53.0
2578,Pakistan,Name - TVoice Telecom Limited,53.0
2579,Turkey,Name - GLM TELECOM S.r.l.,55.0
2580,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,53.0
2581,Italy,Figoria telecom - Ajoxi,53.0
2582,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,58.0
2583,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,53.0
2584,India,Zorra Voip - Letsdial,53.0
2585,Italy,Figoria telecom - Ajoxi,55.0
2586,Kazakhstan,Kip Solution Rozper NFS,53.0
2587,Spain,Inflow Tech - Twiching,53.0
2588,India,Name - Zain Omantel International FZ-LLC,53.0
2589,Kazakhstan,Kip Solution Rozper NFS,52.0
2590,Indonesia,NAME - BHARTI AIRTEL,52.0
2591,India,Name - Zain Omantel International FZ-LLC,52.0
2592,Germany,Name - Telebiz International (Labuan) Corporation,54.0
2593,Bhutan,Nalia Global Technologies Ltd. Ajoxi,52.0
2594,Bhutan,Easyvoipcall - Softtop,52.0
2595,India,Name - GREEN PACKET GLOBAL PTE LTD,52.0
2596,India,"Name - Vinculum Communications, Inc.",52.0
2597,India,Name - GREEN PACKET GLOBAL PTE LTD,52.0
2598,India,Name - Zain Omantel International FZ-LLC,52.0
2599,Mexico,Astrolink Ajoxi,52.0
2600,Tanzania,Termsat - Meratalk LLC NFS,52.0
2601,Bangladesh,Astrolink Ajoxi,52.0
2602,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,52.0
2603,Bangladesh,Astrolink Ajoxi,52.0
2604,United Kingdom,VOIPBOXX - Ajoxi,52.0
2605,Indonesia,NAME - BHARTI AIRTEL,52.0
2606,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,52.0
2607,Laos,Name - HKBN,55.0
2608,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,54.0
2609,Spain,Name - Telecall,52.0
2610,Laos,Name - HKBN,52.0
2611,India,Name JUPHOON (HK) LIMITED,52.0
2612,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,52.0
2613,Bangladesh,Name - TERMSAT L.L.C-FZ,51.0
2614,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,51.0
2615,Hong Kong,Name - Toptel FZE,310.0
2616,Spain,SVG-techopen,51.0
2617,Nepal,Name - Vodafone Idea Limited,51.0
2618,India,Name JUPHOON (HK) LIMITED,51.0
2619,New Zealand,Name - GLM TELECOM S.r.l.,60.0
2620,Indonesia,NAME - BHARTI AIRTEL,51.0
2621,New Zealand,NAME ICON GLOBAL SERVICES LTD,59.0
2622,India,Name - GREEN PACKET GLOBAL PTE LTD,51.0
2623,Turkey,Name - GLM TELECOM S.r.l.,51.0
2624,India,Speed Cloud Rozper NFS,51.0
2625,Bhutan,Easyvoipcall - Softtop,51.0
2626,Bangladesh,Figoria,51.0
2627,Laos,Name - HKBN,51.0
2628,Sri Lanka,Telebiz International (Labuan) Corporation,51.0
2629,Tanzania,Novatel,51.0
2630,Bangladesh,Astrolink Ajoxi,51.0
2631,Bangladesh,A2P Global,51.0
2632,Bangladesh,A2P Global,51.0
2633,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,61.0
2634,Pakistan,Name - TVoice Telecom Limited,51.0
2635,Thailand,Astrolink Techopen,51.0
2636,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,51.0
2637,Tanzania,Novatel,50.0
2638,India,Name - Zain Omantel International FZ-LLC,50.0
2639,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,50.0
2640,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,50.0
2641,Tanzania,Novatel,50.0
2642,Indonesia,NAME - BHARTI AIRTEL,50.0
2643,Bangladesh,Alfacall Limited Ajoxi,52.0
2644,Eritrea,Name - ONESTEP TELECOM LIMITED,54.0
2645,Spain,Inflow Tech - Twiching,52.0
2646,Tanzania,Samitel Ltd,50.0
2647,Yemen,Name Quickcom Telecom Limited,51.0
2648,Yemen,QUICKCOM TELECOM LIMITED - TECHOPEN,51.0
2649,Turkey,Name - GLM TELECOM S.r.l.,50.0
2650,India,KALAAM TELECOM,50.0
2651,Turkey,Name - GLM TELECOM S.r.l.,50.0
2652,Spain,SVG-techopen,51.0
2653,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,50.0
2654,Germany,Termsat Softtop,55.0
2655,India,Name - GREEN PACKET GLOBAL PTE LTD,50.0
2656,Bhutan,Nalia Global Technologies Ltd. Ajoxi,50.0
2657,Eritrea,QUICKCOM TELECOM LIMITED - TECHOPEN,50.0
2658,Latvia,"Acmetel USA, LLC- Twiching",50.0
2659,Sri Lanka,Telebiz International (Labuan) Corporation,50.0
2660,Bangladesh,Progressive Telecom LLC. Letsdial,50.0
2661,China,"Name - Vinculum Communications, Inc.",50.0
2662,Pakistan,Name - TVoice Telecom Limited,49.0
2663,Australia,NAME CMI,49.0
2664,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,49.0
2665,Italy,Figoria telecom - Ajoxi,49.0
2666,Kazakhstan,Kip Solution Rozper NFS,49.0
2667,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,49.0
2668,Bhutan,Nalia Global Technologies Ltd. Ajoxi,49.0
2669,India,Speed Cloud Rozper NFS,49.0
2670,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,49.0
2671,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,49.0
2672,Italy,Figoria telecom - Ajoxi,49.0
2673,Brazil,SVG-techopen,49.0
2674,Japan,Name - CITIC Telecom International Limited,49.0
2675,Mexico,Astrolink Ajoxi,49.0
2676,Bangladesh,Figoria,49.0
2677,India,"Name - Vinculum Communications, Inc.",49.0
2678,Bhutan,Nalia Global Technologies Ltd. Ajoxi,49.0
2679,Bhutan,Nalia Global Technologies Ltd. Ajoxi,49.0
2680,Tanzania,Novatel,49.0
2681,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,49.0
2682,Bangladesh,Astrolink Ajoxi,49.0
2683,Bangladesh,Astrolink Ajoxi,49.0
2684,Turkey,Name - GLM TELECOM S.r.l.,49.0
2685,Bangladesh,Name - TERMSAT L.L.C-FZ,49.0
2686,Spain,SMS INTERNATIONAL TELECOMM LLC  Techopen NFS,50.0
2687,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,49.0
2688,India,Name JUPHOON (HK) LIMITED,49.0
2689,Sri Lanka,Telebiz International (Labuan) Corporation,50.0
2690,Indonesia,NAME - BHARTI AIRTEL,48.0
2691,Turkey,Name - GLM TELECOM S.r.l.,48.0
2692,Yemen,QUICKCOM TELECOM LIMITED - TECHOPEN,48.0
2693,Turkey,Name - GLM TELECOM S.r.l.,51.0
2694,Bangladesh,Astrolink Ajoxi,48.0
2695,Bangladesh,A2P Global,48.0
2696,Bangladesh,Termsat Techopen,48.0
2697,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,48.0
2698,Turkey,Name - GLM TELECOM S.r.l.,48.0
2699,Laos,Name - HKBN,50.0
2700,Pakistan,NAME ICON GLOBAL SERVICES LTD,48.0
2701,Thailand,Astrolink Ajoxi,48.0
2702,Bangladesh,Alfacall Limited Ajoxi,51.0
2703,India,Name JUPHOON (HK) LIMITED,48.0
2704,Indonesia,HKBN ENTERPRISE SOLUTIONS LIMITED,48.0
2705,Italy,Figoria telecom - Ajoxi,49.0
2706,Kazakhstan,Kip Solution Rozper NFS,48.0
2707,United Kingdom,GO MOBIT - Softtop,50.0
2708,Pakistan,Name - TVoice Telecom Limited,48.0
2709,China,"Name - Vinculum Communications, Inc.",51.0
2710,Yemen,Name Quickcom Telecom Limited,48.0
2711,Kazakhstan,Kip Solution Rozper NFS,48.0
2712,New Zealand,WII Telecom Twiching,50.0
2713,Yemen,Name Quickcom Telecom Limited,48.0
2714,India,Name JUPHOON (HK) LIMITED,48.0
2715,Spain,Inflow Tech - Twiching,48.0
2716,Spain,Neptune Int Vendor NFS,49.0
2717,Bangladesh,Figoria,48.0
2718,Bangladesh,Figoria,48.0
2719,Bangladesh,Figoria,48.0
2720,Turkey,Name - GLM TELECOM S.r.l.,47.0
2721,Turkey,Name - GLM TELECOM S.r.l.,47.0
2722,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,47.0
2723,Indonesia,HKBN ENTERPRISE SOLUTIONS LIMITED,47.0
2724,Bangladesh,Astrolink Ajoxi,47.0
2725,Spain,SVG-techopen,48.0
2726,Spain,Coastnet Ajoxi,47.0
2727,Bangladesh,Termsat Techopen,47.0
2728,Germany,Name - Telebiz International (Labuan) Corporation,49.0
2729,Turkey,Name - GLM TELECOM S.r.l.,47.0
2730,India,Speed Cloud Rozper NFS,47.0
2731,Germany,Name - Telebiz International (Labuan) Corporation,51.0
2732,Yemen,Name Quickcom Telecom Limited,48.0
2733,Kazakhstan,Kip Solution Rozper NFS,47.0
2734,Yemen,QUICKCOM TELECOM LIMITED - TECHOPEN,48.0
2735,Kazakhstan,Kip Solution Rozper NFS,47.0
2736,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,47.0
2737,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,47.0
2738,Laos,Name - HKBN,49.0
2739,India,NAME CMI,47.0
2740,Nepal,Name - Vodafone Idea Limited,47.0
2741,Italy,Figoria telecom - Ajoxi,48.0
2742,United Kingdom,Afinna ONE - Letsdial,55.0
2743,Malaysia,China Skyline Teloz NFS,46.0
2744,Germany,Name - Telebiz International (Labuan) Corporation,49.0
2745,Spain,Inflow Tech - Twiching,46.0
2746,Spain,Inflow Tech - Twiching,46.0
2747,Bangladesh,A2P Global,46.0
2748,Bangladesh,Name - TERMSAT L.L.C-FZ,46.0
2749,India,KALAAM TELECOM,46.0
2750,Spain,Inflow Tech - Twiching,46.0
2751,Spain,SMS INTERNATIONAL TELECOMM LLC  Techopen NFS,46.0
2752,Germany,Name - Telebiz International (Labuan) Corporation,48.0
2753,Spain,Coastnet Ajoxi,46.0
2754,Bangladesh,Onextel Technology Est - Ajoxi,46.0
2755,India,"Name - Vinculum Communications, Inc.",46.0
2756,Italy,Figoria telecom - Ajoxi,46.0
2757,Pakistan,NAME ICON GLOBAL SERVICES LTD,46.0
2758,Bhutan,Easyvoipcall - Softtop,46.0
2759,Jordan,Termsat Techopen,50.0
2760,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,46.0
2761,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,46.0
2762,Spain,Coastnet Ajoxi,46.0
2763,New Zealand,ETELIX.COM USA LLC,48.0
2764,India,Speed Cloud Rozper NFS,46.0
2765,Bangladesh,Famous Telecom - Techopen NFS,46.0
2766,Bangladesh,Orange Business Services Softtop,46.0
2767,Bangladesh,Orange Business Services Softtop,46.0
2768,Eritrea,Name - ONESTEP TELECOM LIMITED,47.0
2769,Spain,SVG-techopen,46.0
2770,Bangladesh,Orange Business Services Softtop,46.0
2771,Turkey,Name - GLM TELECOM S.r.l.,49.0
2772,Turkey,Name - GLM TELECOM S.r.l.,47.0
2773,Yemen,Name Quickcom Telecom Limited,48.0
2774,Mexico,Astrolink Ajoxi,46.0
2775,Yemen,QUICKCOM TELECOM LIMITED - TECHOPEN,48.0
2776,Kazakhstan,Kip Solution Rozper NFS,46.0
