id,egcs,ercs,erAtt
2777,Kazakhstan,Kip Solution Rozper NFS,46.0
2778,Bangladesh,Famous Telecom - Techopen NFS,46.0
2779,India,Name JUPHOON (HK) LIMITED,46.0
2780,Bangladesh,A2P Global,46.0
2781,Brazil,SVG-techopen,46.0
2782,Kazakhstan,Kip Solution Rozper NFS,45.0
2783,Mexico,Astrolink Ajoxi,45.0
2784,Kazakhstan,Kip Solution Rozper NFS,45.0
2785,Tanzania,Novatel,45.0
2786,Yemen,QUICKCOM TELECOM LIMITED - TECHOPEN,48.0
2787,Bhutan,Easyvoipcall - Softtop,45.0
2788,Spain,Coastnet Ajoxi,45.0
2789,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,45.0
2790,Spain,Coastnet Ajoxi,45.0
2791,Spain,Neptune Int Vendor NFS,45.0
2792,India,"Name - Vinculum Communications, Inc.",45.0
2793,Tanzania,Novatel,46.0
2794,Tanzania,Novatel,45.0
2795,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,45.0
2796,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,45.0
2797,Germany,Name - Telebiz International (Labuan) Corporation,47.0
2798,Mexico,Bujingyun- Ajoxi,45.0
2799,Sri Lanka,Name - HKBN,45.0
2800,Turkey,Name - GLM TELECOM S.r.l.,46.0
2801,Italy,Armatel - Softtop,45.0
2802,Turkey,Name - GLM TELECOM S.r.l.,45.0
2803,Bangladesh,A2P Global,45.0
2804,Netherlands,TERMSAT L.L.C - Twiching,45.0
2805,Romania,Name - Telecom Italia Sparkle,45.0
2806,Bhutan,Easyvoipcall - Softtop,45.0
2807,Bhutan,Nalia Global Technologies Ltd. Ajoxi,45.0
2808,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,45.0
2809,Italy,Figoria telecom - Ajoxi,45.0
2810,Australia,Telesense global - Softtop,45.0
2811,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,44.0
2812,Tanzania,Novatel,44.0
2813,Bangladesh,Astrolink Ajoxi,44.0
2814,Sri Lanka,Telebiz International (Labuan) Corporation,44.0
2815,Tanzania,Novatel,44.0
2816,Indonesia,NAME - BHARTI AIRTEL,44.0
2817,Kazakhstan,Kip Solution Rozper NFS,44.0
2818,Kazakhstan,Kip Solution Rozper NFS,44.0
2819,New Zealand,NAME ICON GLOBAL SERVICES LTD,48.0
2820,New Zealand,Name - GLM TELECOM S.r.l.,51.0
2821,Bangladesh,A2P Global,44.0
2822,Mexico,Bujingyun Rozper NFS,44.0
2823,Spain,Coastnet Ajoxi,44.0
2824,India,Speed Cloud Rozper NFS,44.0
2825,Spain,Coastnet Ajoxi,44.0
2826,Spain,Coastnet Ajoxi,44.0
2827,India,"Name - Vinculum Communications, Inc.",44.0
2828,India,6Gtech Systems - Ajoxi,44.0
2829,India,"Name - Vinculum Communications, Inc.",44.0
2830,Turkey,Name - GLM TELECOM S.r.l.,44.0
2831,Bangladesh,Termsat Techopen,44.0
2832,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,44.0
2833,Ethiopia,Name - Zain Omantel International FZ-LLC,44.0
2834,France,TERMSAT L.L.C - Twiching,44.0
2835,India,Name - GREEN PACKET GLOBAL PTE LTD,44.0
2836,Bangladesh,A2P Global,44.0
2837,Yemen,Name Quickcom Telecom Limited,48.0
2838,Kazakhstan,Kip Solution Rozper NFS,44.0
2839,Ethiopia,Name - Zain Omantel International FZ-LLC,44.0
2840,United Kingdom,"Name - Vinculum Communications, Inc.",44.0
2841,United Kingdom,"Vinculum Communications, Inc. - SoftTop",44.0
2842,Brazil,SVG-techopen,44.0
2843,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,44.0
2844,Brazil,SVG-techopen,44.0
2845,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,47.0
2846,Pakistan,Name - TVoice Telecom Limited,44.0
2847,United Kingdom,GO MOBIT - Softtop,44.0
2848,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,44.0
2849,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,44.0
2850,United Kingdom,Network 9 Letsdial,43.0
2851,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,43.0
2852,Eritrea,Name - ONESTEP TELECOM LIMITED,46.0
2853,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,43.0
2854,Kazakhstan,Kip Solution Rozper NFS,43.0
2855,Nepal,Name - Vodafone Idea Limited,43.0
2856,Italy,Figoria telecom - Ajoxi,45.0
2857,Australia,Icon Global Services Rozper NFS,43.0
2858,India,Name - Zain Omantel International FZ-LLC,43.0
2859,Kazakhstan,Kip Solution Rozper NFS,43.0
2860,Bangladesh,Astrolink Ajoxi,43.0
2861,India,Boy Technology,43.0
2862,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,43.0
2863,Romania,Name - Telecom Italia Sparkle,43.0
2864,Italy,Figoria telecom - Ajoxi,43.0
2865,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,43.0
2866,Kazakhstan,Kip Solution Rozper NFS,43.0
2867,Bangladesh,China Skyline Meratalk NFS,43.0
2868,Bangladesh,Orange Business Services Softtop,44.0
2869,Spain,Inflow Tech - Twiching,43.0
2870,Eritrea,Name - ONESTEP TELECOM LIMITED,43.0
2871,Sri Lanka,Name - HKBN,43.0
2872,India,Speed Cloud Rozper NFS,43.0
2873,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,43.0
2874,Bangladesh,Orange Business Services Softtop,43.0
2875,Bangladesh,Astrolink Ajoxi,43.0
2876,Bangladesh,A2P Global,43.0
2877,Germany,Name - Telebiz International (Labuan) Corporation,46.0
2878,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,43.0
2879,Sri Lanka,Name - HKBN,43.0
2880,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,43.0
2881,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,43.0
2882,Spain,Name - Telecall,44.0
2883,Sri Lanka,Name - HKBN,45.0
2884,Sri Lanka,Name - HKBN,43.0
2885,Spain,Coastnet Ajoxi,43.0
2886,India,Speed Cloud Rozper NFS,43.0
2887,Bangladesh,Onextel Technology Est - Ajoxi,43.0
2888,Sri Lanka,Name - Telebiz International (Labuan) Corporation,43.0
2889,Laos,Citic Telecom International Limited - Techopen,42.0
2890,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,42.0
2891,Turkey,Name - GLM TELECOM S.r.l.,42.0
2892,Spain,Coastnet Ajoxi,42.0
2893,United Kingdom,2WAY TELECOM,42.0
2894,Pakistan,Name - TVoice Telecom Limited,42.0
2895,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,42.0
2896,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,42.0
2897,Italy,Figoria telecom - Ajoxi,42.0
2898,United Kingdom,2WAY TELECOM,42.0
2899,Bhutan,Nalia Global Technologies Ltd. Ajoxi,42.0
2900,Germany,Name - Telebiz International (Labuan) Corporation,44.0
2901,India,Name JUPHOON (HK) LIMITED,42.0
2902,Italy,Figoria telecom - Ajoxi,42.0
2903,Sri Lanka,Telebiz International (Labuan) Corporation,42.0
2904,Bangladesh,Orange Business Services Softtop,42.0
2905,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,43.0
2906,India,Name JUPHOON (HK) LIMITED,42.0
2907,Australia,ILLYVOIP L.L.C - Meratalk NFS,42.0
2908,India,Boy Technology,42.0
2909,Lebanon,Quickcom Telecom Limited - Softtop,42.0
2910,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,42.0
2911,Turkey,Name - GLM TELECOM S.r.l.,42.0
2912,Turkey,Name - GLM TELECOM S.r.l.,43.0
2913,Bangladesh,Termsat Techopen,42.0
2914,Germany,QUICKCOM TELECOM - ROZPER (NFS),42.0
2915,Italy,Figoria telecom - Ajoxi,46.0
2916,New Zealand,WII Telecom Twiching,45.0
2917,India,NAME CMI,42.0
2918,Nepal,Name - Vodafone Idea Limited,42.0
2919,India,Name JUPHOON (HK) LIMITED,42.0
2920,Tanzania,Termsat - Meratalk LLC NFS,42.0
2921,Indonesia,NAME - BHARTI AIRTEL,42.0
2922,Kazakhstan,Kip Solution Rozper NFS,42.0
2923,Bangladesh,Name - TVoice Telecom Limited,42.0
2924,Bangladesh,Onextel Technology Est - Ajoxi,42.0
2925,Brazil,SVG-techopen,42.0
2926,Bangladesh,Orange Business Services Softtop,42.0
2927,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,57.0
2928,Pakistan,Name - TVoice Telecom Limited,42.0
2929,Germany,SVG-techopen,42.0
2930,Bangladesh,Aladin communication inc,42.0
2931,Ethiopia,Name - Zain Omantel International FZ-LLC,42.0
2932,Sri Lanka,Telebiz International (Labuan) Corporation,42.0
2933,Sri Lanka,Telebiz International (Labuan) Corporation,42.0
2934,Ethiopia,Name - Zain Omantel International FZ-LLC,42.0
2935,Bangladesh,Astrolink Ajoxi,42.0
2936,Bangladesh,Astrolink Ajoxi,42.0
2937,Turkey,Name - GLM TELECOM S.r.l.,42.0
2938,Indonesia,NAME - BHARTI AIRTEL,42.0
2939,Indonesia,NAME - BHARTI AIRTEL,42.0
2940,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,42.0
2941,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,42.0
2942,France,ZAYTEL d.o.o. Softtop,43.0
2943,India,Speed Cloud Rozper NFS,41.0
2944,Laos,Name - HKBN,42.0
2945,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,41.0
2946,Bangladesh,A2P Global,41.0
2947,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,41.0
2948,United Kingdom,6Gtech Systems - Ajoxi,41.0
2949,Bhutan,Nalia Global Technologies Ltd. Ajoxi,41.0
2950,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,41.0
2951,India,"Name - Vinculum Communications, Inc.",41.0
2952,Bhutan,Easyvoipcall - Softtop,41.0
2953,Brazil,Arptel,41.0
2954,India,Name - Kalaam Telecom,41.0
2955,Spain,Name - Telecall,43.0
2956,Turkey,Name - GLM TELECOM S.r.l.,42.0
2957,Pakistan,NAME ICON GLOBAL SERVICES LTD,41.0
2958,Germany,Name - Telebiz International (Labuan) Corporation,44.0
2959,India,Speed Cloud Rozper NFS,41.0
2960,Bangladesh,Astrolink Ajoxi,41.0
2961,Indonesia,NAME - BHARTI AIRTEL,41.0
2962,Kazakhstan,Kip Solution Rozper NFS,41.0
2963,New Zealand,WII Telecom Twiching,43.0
2964,Spain,Inflow Tech - Twiching,41.0
2965,Indonesia,NAME - BHARTI AIRTEL,41.0
2966,Kazakhstan,Kip Solution Rozper NFS,41.0
2967,Tanzania,Termsat - Meratalk LLC NFS,41.0
2968,Spain,Inflow Tech - Twiching,41.0
2969,Sri Lanka,Telebiz International (Labuan) Corporation,41.0
2970,Sri Lanka,Telebiz International (Labuan) Corporation,41.0
2971,Mexico,Bujingyun Rozper NFS,41.0
2972,Sri Lanka,Telebiz International (Labuan) Corporation,43.0
2973,Netherlands,Voxonex telecom Techopen,41.0
2974,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,41.0
2975,Spain,Inflow Tech - Twiching,41.0
2976,United Kingdom,GO MOBIT - Softtop,40.0
2977,Sri Lanka,Name - HKBN,40.0
2978,Turkey,Name - GLM TELECOM S.r.l.,41.0
2979,Bangladesh,Aladin communication inc,40.0
2980,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,40.0
2981,Turkey,Name - GLM TELECOM S.r.l.,40.0
2982,Bangladesh,A2P Global,40.0
2983,Spain,SVG-techopen,40.0
2984,Bangladesh,A2P Global,40.0
2985,Spain,Inflow Tech - Twiching,43.0
2986,Indonesia,NAME - BHARTI AIRTEL,40.0
2987,Kazakhstan,Kip Solution Rozper NFS,40.0
2988,Germany,Name - Telebiz International (Labuan) Corporation,47.0
2989,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,41.0
2990,Pakistan,NAME ICON GLOBAL SERVICES LTD,40.0
2991,Pakistan,NAME ICON GLOBAL SERVICES LTD,40.0
2992,Bhutan,Easyvoipcall - Softtop,40.0
2993,Bhutan,Easyvoipcall - Softtop,40.0
2994,Turkey,Name - GLM TELECOM S.r.l.,40.0
2995,Laos,Name - HKBN,40.0
2996,Thailand,itest - Internal,40.0
2997,Bhutan,Nalia Global Technologies Ltd. Ajoxi,40.0
2998,France,Arptel,40.0
2999,Italy,Figoria telecom - Ajoxi,40.0
3000,Sri Lanka,Name - HKBN,40.0
3001,Bhutan,Easyvoipcall - Softtop,40.0
3002,India,Name - GREEN PACKET GLOBAL PTE LTD,40.0
3003,India,Zorra Voip - Letsdial,40.0
3004,United Kingdom,Voicecent communications - Softtop,40.0
3005,Laos,Name - HKBN,41.0
3006,Laos,Name - HKBN,42.0
3007,Spain,SVG-techopen,40.0
3008,Laos,Name - HKBN,41.0
3009,Eritrea,Name - ONESTEP TELECOM LIMITED,41.0
3010,Bangladesh,Alfacall Limited Ajoxi,42.0
3011,Australia,NAME CMI,40.0
3012,China,Goldline - Softtop,41.0
3013,Kazakhstan,Kip Solution Rozper NFS,40.0
3014,Kazakhstan,Kip Solution Rozper NFS,40.0
3015,Kazakhstan,Kip Solution Rozper NFS,40.0
3016,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,51.0
3017,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,39.0
3018,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,39.0
3019,Egypt,BANKAI GROUP Techopen,40.0
3020,Tanzania,Termsat - Meratalk LLC NFS,39.0
3021,Lebanon,Quickcom Telecom Limited - Softtop,567.0
3022,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,39.0
3023,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,39.0
3024,Turkey,Name - GLM TELECOM S.r.l.,40.0
3025,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,39.0
3026,Bangladesh,A2P Global- Softtop,39.0
3027,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,46.0
3028,Bangladesh,Astrolink Ajoxi,39.0
3029,Brazil,Astrolink Techopen,39.0
3030,Spain,SVG-techopen,40.0
3031,Eritrea,Name - ONESTEP TELECOM LIMITED,41.0
3032,Kazakhstan,Kip Solution Rozper NFS,39.0
3033,Bangladesh,Onextel Technology Est - Ajoxi,39.0
3034,New Zealand,Rovex Limited,39.0
3035,Germany,QUICKCOM TELECOM - ROZPER (NFS),39.0
3036,Brazil,SVG-techopen,39.0
3037,Lebanon,Quickcom Telecom Limited - Softtop,39.0
3038,Bangladesh,Progressive Telecom LLC. Letsdial,39.0
3039,India,Speed Cloud Rozper NFS,39.0
3040,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,39.0
3041,Australia,NAME CMI,39.0
3042,Australia,NAME CMI,39.0
3043,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,40.0
3044,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,39.0
3045,United Kingdom,GO MOBIT - Softtop,39.0
3046,Turkey,Name - GLM TELECOM S.r.l.,40.0
3047,Turkey,Name - GLM TELECOM S.r.l.,39.0
3048,United Kingdom,Neptune Int Vendor NFS,39.0
3049,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,38.0
3050,Laos,Name - HKBN,38.0
3051,New Zealand,Arptel,38.0
3052,United Kingdom,Network 9 Letsdial,38.0
3053,Spain,SVG-techopen,38.0
3054,Sri Lanka,Name - HKBN,38.0
3055,Hong Kong,Name - Toptel FZE,148.0
3056,Bangladesh,A2P Global,38.0
3057,Bangladesh,A2P Global- Softtop,38.0
3058,Bangladesh,Name - TERMSAT L.L.C-FZ,38.0
3059,Germany,SVG-techopen,38.0
3060,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,38.0
3061,Spain,SVG-techopen,38.0
3062,Bangladesh,A2P Global,38.0
3063,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,38.0
3064,Kazakhstan,Kip Solution Rozper NFS,38.0
3065,Bangladesh,Alfacall Limited Ajoxi,38.0
3066,Italy,Figoria telecom - Ajoxi,38.0
3067,France,ZAYTEL d.o.o. Softtop,40.0
3068,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,38.0
3069,Bangladesh,Name - TVoice Telecom Limited,38.0
3070,India,Name - GREEN PACKET GLOBAL PTE LTD,38.0
3071,Sri Lanka,Name - HKBN,38.0
3072,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,43.0
3073,Kazakhstan,Kip Solution Rozper NFS,38.0
3074,France,ZAYTEL d.o.o. Softtop,38.0
3075,Sri Lanka,Name - HKBN,38.0
3076,France,ZAYTEL d.o.o. Softtop,38.0
3077,Germany,Name - Telebiz International (Labuan) Corporation,38.0
3078,Turkey,Name - GLM TELECOM S.r.l.,38.0
3079,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,38.0
3080,Sri Lanka,Telebiz International (Labuan) Corporation,39.0
3081,Turkey,Name - GLM TELECOM S.r.l.,38.0
3082,Indonesia,NAME - BHARTI AIRTEL,38.0
3083,Bangladesh,A2P Global,38.0
3084,Italy,Figoria telecom - Ajoxi,38.0
3085,Germany,QUICKCOM TELECOM - ROZPER (NFS),37.0
3086,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,53.0
3087,Australia,Icon Global Services Rozper NFS,37.0
3088,Indonesia,NAME - BHARTI AIRTEL,37.0
3089,Nepal,Name - Vodafone Idea Limited,37.0
3090,Turkey,Name - GLM TELECOM S.r.l.,37.0
3091,Spain,Name - Telecall,39.0
3092,Sri Lanka,Name - HKBN,39.0
3093,United Kingdom,Arod Ideal Ltd - Softtop,37.0
3094,Bangladesh,A2P Global- Softtop,37.0
3095,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,37.0
3096,Bangladesh,A2P Global,37.0
3097,India,Name - Kalaam Telecom,37.0
3098,Spain,SMS INTERNATIONAL TELECOMM LLC  Techopen NFS,37.0
3099,Bangladesh,A2P Global- Softtop,37.0
3100,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,37.0
3101,Bangladesh,A2P Global- Softtop,37.0
3102,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,37.0
3103,Bangladesh,Aladin communication inc,37.0
3104,Spain,Inflow Tech - Twiching,37.0
3105,Ethiopia,Name - Zain Omantel International FZ-LLC,37.0
3106,Bangladesh,Onextel Technology Est - Ajoxi,37.0
3107,Bangladesh,Onextel Technology Est - Ajoxi,37.0
3108,Pakistan,NAME ICON GLOBAL SERVICES LTD,37.0
3109,Italy,Figoria telecom - Ajoxi,37.0
3110,Kazakhstan,Kip Solution Rozper NFS,37.0
3111,Spain,Name - Telecall,38.0
3112,Bhutan,Nalia Global Technologies Ltd. Ajoxi,37.0
3113,Sri Lanka,Name - Telebiz International (Labuan) Corporation,37.0
3114,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,37.0
3115,Thailand,Astrolink Techopen,37.0
3116,France,ZAYTEL d.o.o. Softtop,37.0
3117,Sri Lanka,Name - HKBN,37.0
3118,Sri Lanka,Name - HKBN,37.0
3119,Netherlands,Name- VAZQ Communications Inc.,37.0
3120,Australia,Nomadtel Techopen,36.0
3121,Egypt,Eastberry communication - Techopen,38.0
3122,Sri Lanka,Telebiz International (Labuan) Corporation,37.0
3123,India,Gold Voip - Ajoxi,36.0
3124,Eritrea,Name - ONESTEP TELECOM LIMITED,36.0
3125,Egypt,BANKAI GROUP Techopen,36.0
3126,Kazakhstan,Kip Solution Rozper NFS,36.0
3127,Tanzania,Novatel,36.0
3128,Germany,QUICKCOM TELECOM - ROZPER (NFS),36.0
3129,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,40.0
3130,Italy,Figoria telecom - Ajoxi,48.0
3131,Italy,Figoria telecom - Ajoxi,36.0
3132,Tanzania,Termsat - Meratalk LLC NFS,36.0
3133,India,Name JUPHOON (HK) LIMITED,36.0
3134,Germany,Name - Telebiz International (Labuan) Corporation,40.0
3135,United Kingdom,Neptune Int Vendor NFS,41.0
3136,Ethiopia,Name - Zain Omantel International FZ-LLC,37.0
3137,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,36.0
3138,Pakistan,QUICKCOM TELECOM - ROZPER (NFS),37.0
3139,Egypt,BANKAI GROUP Techopen,37.0
3140,Kazakhstan,Kip Solution Rozper NFS,36.0
3141,Bangladesh,Orange Business Services Softtop,36.0
3142,Bangladesh,Astrolink Ajoxi,36.0
3143,Brazil,SVG-techopen,36.0
3144,Eritrea,Name - ONESTEP TELECOM LIMITED,36.0
3145,Spain,Inflow Tech - Twiching,36.0
3146,Bangladesh,A2P Global,37.0
3147,Bangladesh,A2P Global- Softtop,36.0
3148,Laos,Name - HKBN,37.0
3149,Bangladesh,A2P Global- Softtop,36.0
3150,Sri Lanka,Name - HKBN,36.0
3151,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,43.0
3152,Eritrea,Name - ONESTEP TELECOM LIMITED,37.0
3153,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,36.0
3154,Yemen,QUICKCOM TELECOM LIMITED - TECHOPEN,36.0
3155,France,ADVANCE COM,36.0
3156,France,Advance Com International (ADCOM)- Teloz NFS,36.0
3157,India,Speed Cloud Rozper NFS,36.0
3158,Spain,Name - Telecall,40.0
3159,Sri Lanka,Name - Telebiz International (Labuan) Corporation,36.0
3160,Turkey,Name - GLM TELECOM S.r.l.,37.0
3161,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,36.0
3162,Kazakhstan,Kip Solution Rozper NFS,36.0
3163,Bangladesh,Name - TERMSAT L.L.C-FZ,36.0
3164,Kazakhstan,Kip Solution Rozper NFS,35.0
3165,Bangladesh,A2P Global- Softtop,35.0
3166,Pakistan,FAMOUS TELECOM LLC Teloz NFS,46.0
3167,Pakistan,NAME ICON GLOBAL SERVICES LTD,35.0
3168,Pakistan,NAME ICON GLOBAL SERVICES LTD,35.0
3169,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,35.0
3170,Kazakhstan,Kip Solution Rozper NFS,35.0
3171,Spain,Inflow Tech - Twiching,35.0
3172,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,35.0
3173,Sri Lanka,Name - Telebiz International (Labuan) Corporation,35.0
3174,Kazakhstan,Kip Solution Rozper NFS,35.0
3175,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,35.0
3176,Sri Lanka,Name - HKBN,35.0
3177,Colombia,RTSgenix group limited Twiching,35.0
3178,Mexico,Astrolink Ajoxi,35.0
3179,New Zealand,NAME ICON GLOBAL SERVICES LTD,47.0
3180,Mexico,Astrolink Ajoxi,35.0
3181,Brazil,SVG-techopen,35.0
3182,India,Name JUPHOON (HK) LIMITED,35.0
3183,Spain,Inflow Tech - Twiching,35.0
3184,New Zealand,NAME ICON GLOBAL SERVICES LTD,44.0
3185,Bangladesh,A2P Global,35.0
3186,India,Name - GREEN PACKET GLOBAL PTE LTD,35.0
3187,Japan,Mexedia - Twiching,35.0
3188,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,37.0
3189,Spain,Name - Telecall,38.0
3190,Bhutan,Easyvoipcall - Softtop,35.0
3191,Egypt,BANKAI GROUP Techopen,35.0
3192,United Kingdom,GO MOBIT - Softtop,35.0
3193,Sri Lanka,Name - HKBN,40.0
3194,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,35.0
3195,Spain,Inflow Tech - Twiching,36.0
3196,Mexico,Bujingyun Rozper NFS,35.0
3197,Mexico,Bujingyun- Ajoxi,35.0
3198,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,35.0
3199,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,38.0
3200,Brazil,SVG-techopen,35.0
3201,Pakistan,Name - TVoice Telecom Limited,35.0
3202,Egypt,Eastberry communication - Techopen,41.0
3203,Kazakhstan,Kip Solution Rozper NFS,35.0
3204,India,Speed Cloud Rozper NFS,35.0
3205,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,36.0
3206,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,35.0
3207,India,Name - Kalaam Telecom,35.0
3208,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,35.0
3209,Bangladesh,Figoria,35.0
3210,Bhutan,Nalia Global Technologies Ltd. Ajoxi,34.0
3211,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,34.0
3212,India,Gold Voip - Ajoxi,34.0
3213,Lebanon,Quickcom Telecom Limited - Softtop,34.0
3214,Sri Lanka,Telebiz International (Labuan) Corporation,36.0
3215,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,34.0
3216,Germany,Name - Telebiz International (Labuan) Corporation,37.0
3217,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,34.0
3218,Sri Lanka,Name - Telebiz International (Labuan) Corporation,34.0
3219,Bangladesh,Onextel Technology Est - Ajoxi,34.0
3220,Bhutan,Nalia Global Technologies Ltd. Ajoxi,34.0
3221,Bhutan,Nalia Global Technologies Ltd. Ajoxi,34.0
3222,Sri Lanka,Name - HKBN,34.0
3223,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,34.0
3224,Ethiopia,Name - Zain Omantel International FZ-LLC,34.0
3225,Bangladesh,Astrolink Ajoxi,34.0
3226,Sri Lanka,Name - Telebiz International (Labuan) Corporation,34.0
3227,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,36.0
3228,Germany,Name - Telebiz International (Labuan) Corporation,36.0
3229,France,ZAYTEL d.o.o. Softtop,34.0
3230,Kazakhstan,Kip Solution Rozper NFS,34.0
3231,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,34.0
3232,India,Name - Kalaam Telecom,34.0
3233,Bangladesh,A2P Global,34.0
3234,Mexico,Astrolink Ajoxi,34.0
3235,Nepal,Name - Vodafone Idea Limited,34.0
3236,India,Name - Zain Omantel International FZ-LLC,34.0
3237,Tanzania,Termsat - Meratalk LLC NFS,34.0
3238,Indonesia,NAME - BHARTI AIRTEL,34.0
3239,Italy,Figoria telecom - Ajoxi,34.0
3240,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,34.0
3241,Thailand,Astrolink Techopen,34.0
3242,Laos,Name - HKBN,37.0
3243,Thailand,Astrolink Techopen,34.0
3244,Turkey,Name - GLM TELECOM S.r.l.,35.0
3245,India,"Name - Vinculum Communications, Inc.",34.0
3246,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,34.0
3247,Bangladesh,A2P Global,34.0
3248,Sri Lanka,Name - HKBN,34.0
3249,Bangladesh,Astrolink Ajoxi,34.0
3250,Pakistan,Name - TVoice Telecom Limited,34.0
3251,Mexico,Astrolink Ajoxi,34.0
3252,Pakistan,Name - TVoice Telecom Limited,34.0
3253,Bangladesh,Aladin communication inc,34.0
3254,Eritrea,Name - ONESTEP TELECOM LIMITED,35.0
3255,Bangladesh,Orange Business Services Softtop,34.0
3256,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,34.0
3257,Nepal,Name - Vodafone Idea Limited,34.0
3258,India,Name - Kalaam Telecom,34.0
3259,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,34.0
3260,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,34.0
3261,Bangladesh,Termsat Techopen,34.0
3262,Sri Lanka,Name - HKBN,34.0
